,Adjusted net national income (current US$),Consumer price index (2010 = 100),Control of Corruption: Estimate,"Current account balance (BoP, current US$)","Exports of goods, services and primary income (BoP, current US$)",External balance on goods and services (current US$),GDP growth (annual %),General government final consumption expenditure (% of GDP),General government final consumption expenditure (current US$),Government Effectiveness: Estimate,"Government expenditure on education, total (% of GDP)",Gross national expenditure (current US$),Gross value added at basic prices (GVA) (current US$),"Imports of goods, services and primary income (BoP, current US$)","Industry (including construction), value added (annual % growth)","Inflation, consumer prices (annual %)","Manufacturing, value added (annual % growth)",Merchandise exports to high-income economies (% of total merchandise exports),Merchandise imports from high-income economies (% of total merchandise imports),"Net capital account (BoP, current US$)","Net financial account (BoP, current US$)","Net primary income (BoP, current US$)","Net secondary income (BoP, current US$)",Political Stability and Absence of Violence/Terrorism: Estimate,Population growth (annual %),"Primary income payments (BoP, current US$)","Primary income receipts (BoP, current US$)",Unemployment with advanced education (% of total labor force with advanced education),Unemployment with basic education (% of total labor force with basic education),Unemployment with intermediate education (% of total labor force with intermediate education),"Unemployment, total (% of total labor force) (national estimate)",Voice and Accountability: Estimate,Classes
106,2876593588.1887,294.682234318514,-0.419854432344437,-448255079.399869,2307846088.9844985,617392549.1100259,1.167589772338772,13.324439256232804,582060940.1049093,-0.626823604106903,5.32032108306885,3733130522.612776,3929840661.148657,2845844472.1786547,-4.872223114953272,34.8897843090783,-6.826055523743619,85.84444909194477,61.11354918906905,-2945040.0,-739811644.28654,-412033501.272336,89743303.7942811,0.0876266658306122,1.10317898471941,433129560.790375,21096059.5180381,3.606,9.141,5.377,7.917,0.363338142633438,3
107,458007910571.367,110.509219846432,2.09203410148621,28508764986.7571,316961511959.2951,22340685068.45673,1.986195873803908,25.75323009518144,137491223582.97385,1.67409884929657,7.63851022720337,511538844119.9971,474143523460.1813,278140443294.0938,0.2147473287773493,1.78415097403835,-1.8314212915658885,85.55227254010562,85.36820924193722,73058911.1597112,17856276270.2625,15236035096.7634,-10312306985.2722,1.01176965236664,1.01372226345511,44492028457.2118,59728063553.9751,3.724,20.588,5.014,6.833,1.55885195732117,1
108,536712507500.121,99.5468963730059,1.94505643844604,30805804824.0669,656716814067.037,70717077809.3633,1.1419823250527656,11.354903764108789,81910768534.12492,1.91630423069,5.01438999176025,650652033911.0967,701392881688.511,613838940660.051,2.670769577647576,0.362886179940614,3.1695977383979965,79.11429932716274,78.17826861358235,-4586061982.65248,49202429683.294,-22223186013.3569,-12072068582.9187,1.31083822250366,0.713313668444329,200435188962.77,178212002949.413,3.229,7.939,4.416,4.394,1.49498355388641,1
109,8491672142.81165,148.56753447088,-1.34555351734161,-185294843.927717,2883915633.3602,-2165278705.6036134,7.4000000000474415,11.154496661601977,925914008.202112,-1.11671459674835,5.56805467605591,10192147206.612574,7493636131.497235,3718726216.635423,10.073175944655958,6.00458082322139,4.999984249769256,14.140850079778431,12.929362601168853,169204484.939568,-184887442.928275,1330529691.76055,649515739.347505,-0.512072920799255,2.26242493497438,309891461.599653,1640421153.3602,6.63,6.42,7.32,6.9,-1.79593408107758,3
110,424075099664.084,113.265649996346,-0.471759527921677,38256392431.4939,334995615748.11865,50852391002.38518,2.114557796282781,16.169357956759754,87957538497.49318,0.260645478963852,3.02221417427063,488262154576.4269,544645391546.0628,303921452758.2688,0.0225746755694586,0.706728601314221,-0.8466539557355475,54.93423039695154,54.22688329552494,4012581.5008144,28344453607.241,-19973276805.5111,7182229441.64451,-0.49142050743103,0.252691237274251,31090564023.0978,11117287217.5867,1.488,0.548,0.998,0.716,-0.846735775470734,1
111,6515480812.71934,113.296929295442,-0.747289180755615,-55443572.9474839,1923725573.755382,-596247539.7266513,4.922833213606936,13.245602409329782,926219149.255008,-0.972789764404297,4.20166826248169,7588901559.015413,6300146128.162981,2497206857.502064,-1.3597340753011338,0.67465277007806,1.7585600036236144,11.620932550196486,44.37355689328109,289948466.880417,239416902.642888,22122813.3767981,518037710.799203,-0.908243715763092,2.41162991553907,236465942.580514,258588755.957312,14.564,1.339,4.038,2.056,-0.730480670928955,2
112,18445359299.5467,143.17157812644,-0.256702780723572,1020143949.47697,10184163545.117989,3427535409.927451,0.3612508898706039,16.07278610266293,117298041781.63626,0.0881585031747818,3.59864854812622,701239201551.8392,22895190591.29177,9185828698.44326,-3.0920747661312618,1.00054293027237,-2.9348101372341238,76.70574481299809,72.48840917356911,10339904.8256858,-71384600.926243,-607050397.284976,21809102.8022376,0.081537127494812,1.00812051332522,1225402000.43603,618351603.151048,2.353,4.184,3.142,3.523,0.597126185894012,2
113,629381111739.29,234.437126307922,-0.325625747442245,10796000000.0,255748000000.0,22488784238.62305,0.8185259362082604,15.270948061633096,116212822879.9685,-0.0203610323369503,4.45403003692627,738517147956.2532,685243979214.0004,245815000000.0,-2.6374984531610863,15.1768215720022,-2.258123730491448,64.30778337748087,52.616692897858286,34000000.0,5151000000.0,-11846000000.0,863000000.0,-1.37813580036163,1.42969688109789,18177000000.0,6331000000.0,13.5,13.101,15.628,13.73,-0.834239602088928,2
114,26867153493.5898,176.049367040563,-1.17657923698425,-2632490900.39494,6229787262.151469,-1817933676.4055011,6.438745032764388,8.774561312127739,3101645541.553761,-0.648771643638611,2.30828070640564,37284876562.75279,32719686273.678314,10709407370.99176,9.038936316942454,2.867588034469,7.701220740047916,52.27981418854003,33.28742008691844,87175990.3944719,-1773935839.13829,-856182347.909781,1847129208.44533,-0.694264531135559,3.39509056427404,914150370.151161,57968022.2413792,6.979,2.687,6.304,2.563,-0.645076036453247,3
115,135932035529.804,281.658595641646,-0.800242602825165,-4124000000.0,76851000000.0,-12384279576.681343,3.199503863541338,18.7805334308224,28900057181.904423,-0.334168434143066,5.44129991531372,166267327086.2583,132387309881.00136,87438000000.0,2.3255813953488484,7.88671745611133,0.8619598552582488,49.20819199112314,53.16698603472862,38000000.0,-2892000000.0,1924000000.0,6463000000.0,-1.42832672595978,-0.530994160113763,11371000000.0,13295000000.0,7.063,9.947,9.164,8.194,0.0231677908450365,3
116,379679863257.963,114.524660532343,1.07211112976074,3061925515.314805,231776996367.20966,108446482722.94078,1.1083481389309924,12.255142829981924,51225237413.20627,1.38031601905823,3.86020994186401,308769076786.9299,544645391546.0628,228088824770.9055,-0.841637656288583,-1.93108114782155,3.972996488180741,40.34455160313411,45.42719655589293,-134280409.56886965,-206323683.66782516,32645641.267735798,-626205219.1325307,0.667445123195648,0.779087177439076,39999748749.78663,40032412264.19159,3.33,1.226,3.394,2.331,-1.13980984687805,1
117,2397401605824.53,119.622711300166,1.74877238273621,-76564527687.8271,1193777959359.509,-39793470661.30173,1.6416109962887615,19.09610948641425,544507834114.2554,1.44990789890289,5.24871015548706,2891200635569.11,2547348849965.523,1236295225782.947,1.3878219135566354,1.73810460086513,0.4945101923623127,80.76871057343436,75.85873914462681,-1689172144.8505,-98765793746.0904,-2687628679.38759,-34047261264.3905,0.527470409870148,0.564131113399897,294312544736.943,291624916057.555,2.48,6.518,4.002,3.737,1.26276564598083,1
118,18261844597577.2,117.244195476228,1.18073284626007,-441748000000.0,3685589000000.0,-578504000000.0,2.294439077693113,14.10091842028122,3014914000000.0,1.45355904102325,4.98727989196777,22099898000000.0,20589955924000.0,3997582000000.0,2.286840823691904,1.81221007526021,1.5661128345615367,61.1725723979965,50.67654104735031,-6455000000.0,-558354000000.0,247401000000.0,-129755000000.0,0.117876663804054,0.455381285963537,891908000000.0,1139309000000.0,2.38,5.396,4.84,3.669,0.905322194099426,1
119,54062376813.4075,202.921983386144,1.19540309906006,769921830.882742,18802167553.97802,3762309003.946207,0.7444316449776665,13.835809997370385,7980540587.755856,0.643163442611694,4.64130020141602,58286276614.55877,55201733015.178535,18103926530.663746,-0.8424921915796375,7.88198870879619,-3.815014069961265,19.37454188901236,28.39028414937508,-373305771.969166,153945632.357155,-3025816092.94422,71680807.5684107,1.02817916870117,0.0398806735871464,4600062021.31004,1574245928.36582,3.006,10.407,6.223,8.734,1.22519993782043,1
120,48564113123.503,283.758541881172,-1.04689145088196,-3371224441.875,19982988340.59628,-9598533403.683182,5.981561941973169,16.151976546779515,9736977380.07166,-0.600062251091003,6.29534673690796,70834983867.1576,55161430542.49069,28808762584.724854,8.347789786717314,14.5257359560686,6.621307324511491,4.582963284597959,32.712892228798104,253996602.35,-5061993593.4448,736218151.622629,5454549802.25359,-0.296665459871292,1.87647016682647,2221036195.92045,2957254347.54308,1.509,8.354619834710745,6.222,8.98,-1.65237808227539,2
121,354707430098.717,2740.27398467096,-1.52759885787964,-3870000000.0,29291000000.0,-70922056745.48868,-3.894386474506618,14.603353775764033,70440637790.01305,-1.72234714031219,6.87468004226685,553281375513.1918,429744677604.1501,33335000000.0,-5.84251265566364,254.948534781816,-7.224502916394186,38.43868833881753,31.465157912267617,-3980000000.0,-6664000000.0,-6918000000.0,174000000.0,-1.53918147087097,-2.90499574537726,7525000000.0,607000000.0,5.76,3.943,5.744,7.53,-1.43031644821167,3
122,270987124646.919,163.516947912918,-0.545818030834198,13101247000.0,283063000000.0,18761100479.875504,7.359262701050056,9.578836311778268,32028301944.31037,0.0279832296073437,3.08499836921692,328971514465.9876,304460938808.17664,279202753000.0,8.209367316933381,2.7958236745225,9.594826166388556,67.31085769322704,52.02356268106484,-134280409.56886965,3880000000.0,-15283000000.0,9241000000.0,0.0389102399349213,0.904491214904611,17520000000.0,2237000000.0,2.531,1.269,2.301,1.681,-1.40533208847046,2
123,18571141529.424,212.308758955396,-0.673917531967163,140712285.049613,8303036759.355654,112156710.6283941,1.44130602603785,17.684248625959484,4121962761.830877,-0.741947412490845,4.41824007034302,23121062839.410397,21538727649.34057,8484775025.898504,-3.2681769785527592,9.15031644316279,2.4266012176394725,55.622557704770415,36.279961985183895,96570245.1793123,135753128.050142,-403908054.20031,322450551.59246,-0.117029570043087,3.00761810683645,449064642.666844,45156588.4665341,8.319,4.792,10.359,5.539,-0.309619903564453,3
124,14797555219.3842,123.448662047404,-0.576535522937775,-1369694859.41271,6080531352.111841,-2402634867.6584234,8.908527818311825,11.908412634206034,2135245681.9938176,-0.0353600680828094,3.09042119979858,20328391386.205566,15593915106.25966,8723882621.877363,13.799007719854558,2.04147163139549,11.139140707617544,76.48200098424256,63.64430251182156,423398715.137087,-738256754.050508,-251172109.056996,1273644975.09524,0.196294024586678,-0.926918061639398,720038121.521644,468866365.191921,12.296,8.687,14.259,11.466,0.0859144106507301,3
125,42541367192.0476,583.677970030201,-0.651610195636749,8399451648.83264,34029794548.2374,13983404120.111967,1.1992105214515334,7.345796521510571,4885331525.375896,-1.12807631492615,2.2971088886261,52521725869.13104,65706889670.46587,24983956644.192177,-8.338016831213395,25.7542656453085,0.8180829124920734,22.70622499480141,64.68516091780978,1960103.02642138,6288278014.50982,-5783950696.51198,-646386255.212591,-0.709369480609894,3.16602986153025,6138745112.56938,354794416.057396,17.111,12.263,29.437,15.799,-0.854894280433655,3
126,411983137959.54,187.34302296608638,-0.422272920608521,6644503789.24864,89964180802.67702,14945195610.746992,10.71800993370951,15.738490996146668,76788502390.05397,-0.389672070741653,4.6476001739502,472220964877.8194,408226627239.105,84722417657.23361,15.459069687144648,8.16983379989119,15.71426594825418,37.12367843360133,36.138645558467296,252881293.207825,4409515100.5328,-9851708086.96019,1402740643.80535,0.0004682792350649,0.947490959333989,12330181331.2633,2478473244.30312,3.426,10.395,10.645,8.736,0.611695528030396,3
127,2662868129.82011,109.534355432857,0.801610887050629,79257066.7080489,2268562458.0065694,-54636811.89036875,27.63935696885017,21.84867589908371,678004636.8915865,1.08404016494751,5.49105978012085,3157820913.4039164,3046950279.329609,2108922688.739612,5.466975608009688,4.25746204335428,6.700337818821968,67.37165442265791,84.04892910838842,16356291.8906507,85106143.0470593,-93947913.5636326,-80382702.5589125,1.4315470457077,-0.0450446230906329,161534663.741422,67586750.1777893,7.086268292682926,9.284049586776858,8.79667213114754,8.9,1.01864099502563,2
128,1174103054110.46,124.271592091571,1.7076461315155,49877857681.7897,440807744875.1629,66278867560.9332,2.1118308892515074,22.386795736131106,349017702476.8839,1.47399628162384,5.55604839324951,1492753396040.9563,1456676734815.12,388659051242.0304,-0.8100673858460112,2.86391042204994,1.422040383627902,47.00397815959639,52.66322674179803,-492116952.297692,43942971272.9814,-38260131991.9384,-2270800601.68387,0.835315883159637,0.14089508329287,89040723518.2774,50780626875.9979,3.526,8.402,4.526,5.116,1.35839426517487,1
129,387622418852.71,123.00084356117,1.24299263954163,7769696381.09685,312884801132.39526,4403365829.224735,4.237866732532567,21.78489059682004,104413970410.07584,1.53002023696899,4.98649978637695,475638944733.24817,428680807268.0939,301922909305.84424,8.281572080959208,2.7666666666667,12.670196258866014,88.16957694328195,87.98279413217821,-5760437.15727481,4532366775.39676,7401252748.84567,-3188544633.0447,0.899418652057648,0.435671684056384,37691468148.1962,45093926741.4863,4.138,14.347,6.045,6.459,1.38676011562347,1
130,40200481168.1358,171.943182758333,-0.847372114658356,8202978327.4647,27309723938.7647,9150705882.352942,5.616451028530278,13.86744231957701,7602882352.941176,0.213416561484337,3.7020800113678,45674705882.352936,50366823529.411766,19566226611.3,2.112130914225702,6.65029912708779,19.51027022149448,55.955469170593375,36.07348757930875,-4166000.0,8133835000.0,-1318616000.0,459481000.0,-0.83781635761261,0.441197735816311,3134476000.0,1815860000.0,5.46,13.06,5.49,6.04,-1.52770555019379,2
131,9868277248.65157,119.641038306055,1.15245354175568,-2433986829.6493,3361989615.10148,-1174500000.0,16.984490475694813,14.111350150942089,1626700000.0,0.419716477394104,3.57300591468811,12441300000.0,10353900000.0,5713532101.490776,-14.830999732453392,2.90491262928478,-8.729641693811075,72.94966813374799,84.56529948168333,53921050.0,-1443227376.20109,-734221368.066666,-82444343.2600017,0.850836753845215,0.352416997336031,766380368.066666,32159000.0,7.24,5.87,8.79667213114754,10.0,0.904381930828094,2
132,25399568221.4368,115.315875502436,0.144544184207916,2602393617.02127,38232712765.95745,7657180851.063829,2.6697087144823115,15.808959732043371,6211130053.191489,0.683325052261353,2.22052526473999,31646226063.82979,38224993882.97872,33103457446.80855,0.4878370783217178,-0.60631938514085,0.7180280911161248,72.91817953598627,74.36439254757362,564095744.680851,1673670212.76596,-2527925531.91489,-2526861702.12766,-0.524779736995697,-0.966024840061971,5107712765.95745,2579787234.04255,2.46,1.5,1.54,1.2,-1.49894762039185,3
133,430454772495.358,200.437039174984,-0.98586094379425,-15775415833.0742,49625878882.33262,-26634482238.32709,6.938679124424453,5.882748687830733,24487812092.199028,-0.65562778711319,1.83117997646332,439895824161.6898,400656784302.9549,88070789359.3273,10.287103784160196,5.54565430773478,11.585138792629865,73.89576950799675,33.3032992897841,273432753.398894,-15550501968.6602,-2436704213.80949,22669494643.9204,-1.03663277626038,1.14931847631384,2772083052.70661,335378838.89712,10.736,3.454,8.483,4.372,-0.774542570114136,2
134,4164575078.91452,134.091174070188,1.2134006023407,-296395806.963393,2301068745.291685,-465500000.0,-0.7828416906417175,12.760252686315532,628200000.0,0.498197883367538,4.97599983215332,5340750000.0,4155000000.0,2539069266.3202,-6.319734264543058,4.10028964518461,-2.6050788091068284,40.45158745000733,86.7252258843707,-3726502.62,-432601845.269809,-253071776.573755,-58395285.9348825,1.11841666698456,0.180461453548187,326200106.325,73128329.751245,4.166,9.433,9.791,8.413,1.12188565731049,3
135,54066826262.9851,587.301149813957,-0.258149892091751,2157306620.31,50375221076.81,3936305356.140506,2.4388660814253456,16.816015468201424,11716348094.970802,-0.804550170898438,4.60641002655029,64147242163.72714,60997567628.78273,48929620144.63,3.0765648045126426,9.460283896231,5.794243676766158,24.051957607785344,25.163192507090177,8304824.66,2061374484.38,-2524952786.6,711705688.13,-0.754245221614838,-0.82823272086807,3464796803.53,939844016.93,2.24,11.071,4.6,3.9,-1.58077239990234,3
136,483642703341.618,120.856958300438,1.45552504062653,8232713514.5739,601332132163.9966,10598772466.666496,6.850995622812079,23.712439676679605,142452199796.50934,1.08703339099884,6.23423337936401,590150040134.8743,535804896997.2782,583953148488.0238,3.557317076146987,2.44024851144084,3.3035007958520453,86.80703343050118,82.77864446270435,1013712001.65944,10618127624.6749,6433093060.96676,-9149824379.22076,0.662566304206848,0.411601996532257,67153066626.4068,73586159687.3736,3.575,13.893,6.972,6.264,1.271479845047,1
137,1929542245.60458,109.728123082434,-0.330022901296616,-157868365.156558,1049258630.4159389,-92759965.04551028,17.862447839374184,16.65627164363205,403843828.0813295,-0.526224076747894,5.85649013519287,2369312071.59438,2082848327.765835,1333646053.1942663,18.526239271102284,3.23563659237071,13.702905545728967,78.76459059945905,53.55670468525864,241438500.0,124439812.721978,-77930015.7311575,126519057.621768,0.272381901741028,1.28562992065572,84196475.3924764,6266459.66131894,7.019,9.937,10.102,10.157,0.542922258377075,3
138,15737769728.0295,116.04419147224,-0.170943543314934,-734659106.551426,4456768035.109068,-1099683505.621487,7.155451645757395,10.075964534303033,1782198674.314031,-0.237670883536339,3.19318079948425,18787307040.28797,16074746479.86865,5417801635.9556055,9.116355906326817,1.73353962694054,5.037963084692848,22.71810998848345,37.228881360351295,259356558.444701,-470167351.656492,-189305379.792747,226374494.295112,-0.396347790956497,2.75970517933377,492382311.534865,303076931.742118,2.263,0.829,2.004,1.473,-0.242977663874626,3
139,614271642642.5414,187.34302296608638,1.2798718214035,962257799.431355,3275281180.63025,1852700000.0,3.013816438578189,12.606633741160625,898500000.0,1.47174787521362,1.88491690158844,5274500000.0,7001356000.0,2106886907.604073,0.1026429869948231,8.16983379989119,-6.271284689515255,55.42118695573848,93.40860930270551,417264845.36171037,869175667.605,1957709314.12552,-206136473.594821,1.00239610671997,-0.202104144558527,181999272.206173,2139708586.33169,4.37,12.0,5.63,8.94,1.00476729869843,1
140,31712478522.0832,150.816761737338,-0.883186757564545,871196352.433695,11498407136.951324,-1361970723.78353,6.111372724585735,19.33698456590346,7813323582.17848,-0.762389004230499,8.43710994720459,41768082418.96243,34570986678.12764,11829655603.857698,9.56148739913428,0.737383721452275,3.9093852675557343,36.30489692086837,29.48802514310844,3442684.4978169,-587177136.806649,-1029425802.94658,1202444819.34006,-0.278813034296036,1.19348671867883,1103678793.6272,74252990.6806244,8.208,3.343,6.782,5.089,-0.114208891987801,3
141,19531593962.1873,105.799283333333,-0.665344417095184,-418984246.889286,10778392908.171204,-2781147988.0938997,7.391652625559473,19.43161783440272,4595493727.042597,-1.07374393939972,4.465157510804349,26853071408.787827,19786236866.58128,13761381288.51014,9.097775013869123,2.05267452001727,14.200342508807168,77.37218592465163,65.6521039857283,198330697.143198,-102796658.798546,-302485223.696936,2564004133.44965,-0.421767115592957,-1.44065259604193,1023333529.12994,720848305.433005,11.992,16.737,15.621,14.897,-0.316597819328308,3
142,13101223231.0675,163.633196988276,0.665826141834259,-250118203.77303,8094627349.410099,-925067450.5522482,11.870358315142497,31.552596747726984,5912030975.514422,0.323804676532745,8.05833625793457,19146712047.14465,17814232090.794357,9599468119.616728,19.327235732337428,7.24097765588442,8.074373700343003,57.3684777623148,23.22661145446434,1.7167152890659002e-10,210509650.656292,-180210455.023558,1254722566.4336,1.04125964641571,1.6367427551677,347196796.037638,166986341.014079,14.207,27.22,29.354,23.106,0.451135843992233,2
143,1210328882715.66,187.117425058296,-0.498797684907913,-46357789404.9,346595744088.06,15538227451.018194,4.988849700660182,18.617816022449052,307123742042.90704,-0.492295622825623,5.77150011062622,1634084680375.0776,1408658025163.498,396160332875.4,4.7798192220619455,8.30165975585673,4.477309609213336,41.85880078528456,49.05026244650351,225282905.58,-50167884370.85,-58970964729.96,3206799382.44,-0.419696539640427,0.528590452919416,90073089172.32,31102124442.36,7.523,16.28,15.041,13.159,0.255604922771454,2
144,69565093347.5882,120.168304321485,-0.257637172937393,-1515830000.0,54200320000.0,1535871076.978896,7.6617480742932,18.95027952232668,15926097841.204573,-0.172955214977264,4.49264764785767,82505621938.68295,73516574953.13539,56702490000.0,0.9927637799066956,3.29774435299515,6.700337818821968,73.62985740182324,68.03864670862167,595280000.0,3603660000.0,-3944780000.0,986350000.0,0.364647597074509,-0.814846471528947,6654620000.0,2709840000.0,1.968,15.581,4.915,5.267,0.284617066383362,2
145,14738025607.9887,114.434519867232,-0.08303402364254,77255403.997201,6567048157.423246,625117427.273072,6.937860517372016,20.286236129365943,3984758191.059494,-0.763961493968964,5.22401523590088,19017551452.49629,17820843850.52279,7091601572.49995,6.9595084907172975,3.65353287214209,2.835623441351757,84.32159726394165,40.50517507585968,425081052.419558,460116185.169901,-923338882.912024,601808819.07392,-1.64286971092224,2.65037591522147,1256549846.49865,333210963.586626,11.085,6.447,8.711,4.695,-0.118603125214577,3
146,1658457518.59295,113.241195084123,1.01694858074188,-249511325.234371,486627192.7907942,-587553503.0260006,5.615082627176008,25.77024757521187,514855112.0312568,-0.001368927070871,6.03750085830688,2585419882.8699474,1730991708.1332238,1167356610.9654362,13.181631476521602,1.86215297494647,10.056177137170422,93.45772001564198,80.88201122770674,28793632.5077237,-199451449.952437,-28617357.232547,431218092.940271,0.894233107566834,0.90298888332359,49896833.9839761,21279476.7514292,7.13,10.42,13.63,11.29,0.928584516048431,3
147,37065481265.8915,124.302010149148,-1.11718237400055,-1794494946.5145,7586362717.995665,-1671402578.405604,3.338857471795052,12.048165536205431,5420893983.908104,-0.90432471036911,2.82764077186584,46664924352.47158,41569511010.36926,9898147103.514715,3.978256567411492,2.2718576250357,6.378724343410184,52.60336311949119,42.1324851688885,120650203.094791,-1797466318.40881,-733229947.990012,517289439.004545,-1.39403569698334,2.63581940586039,873068636.969739,139838688.979725,13.297,2.576,7.448,6.14,-1.16166627407074,3
148,1605547834422.99,121.587006296508,1.61652982234955,-5448166897.97545,736678997343.202,171468187.69475812,5.286956891058892,21.44233714443037,430448953230.19446,1.56352460384369,4.59400606155396,2006961764533.34,1876969737625.808,733615959427.96,5.627889683367116,3.39519318527528,5.910893574199804,89.29160464725845,69.76294767905112,-29927033.5693743,-1832839320.58605,-262033042.76089,-4308340671.94603,0.962195992469788,0.575421916470359,113977168047.724,117917999146.155,5.944,14.532,9.976,7.527,1.44578230381012,1
149,216294036018.233,142.081272844549,0.956733345985413,-23193387842.4119,110938822309.6716,-2413264204.2088585,11.737431066274851,14.656104711095002,46398465667.493126,0.592204332351685,5.62514019012451,318994419860.9817,283045486981.9919,131305013869.75352,3.96394147502879,4.52456838259121,8.102990017263977,43.42714458101146,41.253901285637774,2055744.13,-24752428006.7168,-18518126965.4198,-2827196282.33005,0.161352157592773,0.994344898418259,28710023522.4985,10191896557.0786,7.916,9.584,10.027,9.325,0.958194434642792,1
150,12732916907122.6,129.366216637457,0.030393473803997,352885754634.63,3882547012607.56,460829383739.2764,8.448469416281412,15.808138404106614,2817082903407.131,0.809331774711609,3.29784345626831,17296894894770.1,587112763686.3466,3545528848326.18,8.674305135600434,0.981015135544882,6.700337818821968,68.86799376833127,63.567027157252,93691732.16,218513801413.855,-124476128477.97,15867590353.25,-0.51672887802124,0.0892522000412526,451791663045.36,327315534567.39,3.843,3.137,8.603,5.11,-1.64286768436432,1
151,262457593210.728,149.559763199866,-0.365435123443604,-17950892688.9553,56839323438.57805,-24171767644.248413,11.01619326697785,16.046976905648734,51111517166.45927,-0.0466581918299198,5.26550006866455,342683581221.218,288315866152.77905,85564751222.0459,8.88504691596168,3.49505757399448,14.67029028150779,59.98843235751431,49.02769392317629,417264845.36171037,-16693127238.7311,-8723253823.2087,10774535094.5125,-0.954557538032532,1.14382091580962,14655531202.1711,5932277378.96235,15.31,10.687,16.385,13.898,0.094382107257843,2
152,32501996856.1982,133.850926577035,-1.56906878948212,-587406970.435521,22504383858.135223,160644982.56456637,6.200154010759462,8.261796257510408,4571126519.947743,-1.75555169582367,2.660484790802,55167837800.97478,53483112894.03075,24333422037.57814,7.777680135593783,2.88585107289988,4.111822660884769,18.18923029764545,27.435102139031777,171311437.802171,-851573152.093241,-1989748451.36282,1241631209.00743,-1.65781247615814,3.22252815991252,2140184147.51514,150435696.152326,5.496,1.635,7.492,1.466,-1.18584728240967,3
153,6299969558.00895,129.158575405592,-1.39148437976837,1440630928.30853,4696801136.255896,2983961946.3329306,1.0150709660773174,14.87051114029742,2204658680.323878,-1.32001793384552,3.67454195022583,11841746862.748634,14024136350.96388,3368240340.811024,-3.307226449034985,1.7156427545126,0.6990978297465062,23.94363379147129,42.95114438639238,23685426.4925769,1399075018.65725,-62758648.954108,112070132.863652,-0.229479312896729,2.31648825280279,89619969.2065638,26861320.2524559,25.768,18.941,30.245,10.0,-1.23674309253693,3
154,56532369847.645,132.020379357515,0.470483005046844,-1604511702.16627,24308451924.303936,1020579611.3201684,7.935762247038653,16.530797977908556,10738526336.109837,0.224117517471313,6.28171014785767,63940146122.915794,59797596426.81266,26463041043.26824,12.13210929723516,1.72647755109241,18.043766480166184,74.92324497954002,59.209230325878,18819792.5197373,-1100926091.4133,-4250921813.7095,550077416.798128,0.860289990901947,0.600406861056438,4522907381.56904,271985567.859537,7.503,16.15,21.012,15.139,1.08112514019012,3
155,56452688748.266,112.795275590551,0.0379615686833858,2082110408.73526,39428572161.49894,-1897075657.661076,13.784946641796395,23.138656154285385,15984469813.546331,0.553089022636414,5.20366954803467,70978312298.90799,57124136832.97266,39846597151.44736,12.473535708002204,2.55450699642041,11.87280330059042,76.24243987292758,79.77947278629325,1614512819.3217,2568455574.20241,605249805.100532,2499823036.58876,0.621482789516449,-4.25664890192098,3516058799.63916,4120996242.64474,4.904,10.498,8.45,7.608,0.601966202259064,2
156,614271642642.5414,115.533202128435,0.15249255082259577,-507017775.670391,1519536932.0614522,-876648044.6927375,4.183711930535438,14.478287356985986,441061452.5139665,0.2511620819682209,7.01665163040161,3922960893.8547487,2363078919.0097933,2009417026.480445,5.466975608009688,2.62220783425059,6.700337818821968,58.96694716820162,76.11843983403574,-33366.7821229048,-539214693.882681,56589982.7430168,-17137681.2513966,0.011913721052157464,-1.6777912474095,90125657.1396648,146715639.882682,10.58,25.41,22.53,19.07,0.12718130216547624,2
157,22227522576.099,104.348039621067,0.369634807109833,-1811809640.70735,59810604840.439,1167102309.4191089,9.911308208072228,19.00100410668804,5602050398.938373,0.699314296245575,5.61941576004028,28315815369.476307,26086496178.56543,61251127796.4677,0.2611372249369026,2.44608867175504,-0.7939012522325868,53.63557024708548,74.93336477898465,94233431.4973358,-2033040886.97571,-2579951638.92194,-371286684.678643,0.422054201364517,0.535999429698235,36087585052.0428,33507633413.1209,6.306,7.892,8.81,7.513,0.856516122817993,2
158,208474258824.519,124.771546317864,0.615592837333679,-7686437473.08186,218528399092.1863,8345124510.836542,3.55302130899085,21.447760634516214,60437906034.48929,1.07069706916809,5.05326414108276,273446093996.26303,256057077397.38095,224831735133.2635,3.288639572455992,3.83984491500146,5.064736602056286,90.43314047941496,81.6940128476635,4771413196.6321,-1763323079.50978,-14414178487.2581,-1383054024.98352,0.947398126125336,-1.81187141002542,27316973080.4315,12902794593.1733,1.359,12.861,2.686,2.803,1.00888025760651,1
159,344354581495.784,112.864922774752,2.33375263214111,36939972059.7282,275944409428.0183,27155455414.858128,6.844521901834426,24.003675243767773,97380029747.54031,1.96179676055908,6.03974866867065,378532543596.8886,353269186804.0692,232847129113.4593,10.768038604222951,1.8530454398968,14.839189972104492,84.89933750761955,84.39647900383075,372089732.186654,42626565861.1271,15953353638.0999,-6157466681.36084,0.928524494171143,0.433414489409722,22130702079.1323,38083743438.3013,3.995,8.46,4.46,5.043,1.545294880867,1
